Date/Time,WindSpeed,Theoretical_Power_Curve,ActivePower,Wind Direction
29 07 2018 07:20,2.142246008,0,0,14.61948967
29 07 2018 07:30,2.347667933,0,0,23.8671093
29 07 2018 07:40,2.19472599,0,0,26.10190964
29 07 2018 07:50,2.676707029,0,0,22.87532043
29 07 2018 08:00,3.125965118,21.30026067,0,20.43096924
29 07 2018 08:10,2.936960936,0,0,25.9383297
29 07 2018 08:20,2.337577105,0,0,44.33404922
29 07 2018 08:30,1.984230042,0,0,40.1420517
29 07 2018 08:40,2.488656044,0,0,57.94406128
29 07 2018 08:50,2.336914063,0,0,66.41983032
29 07 2018 09:00,2.305339098,0,0,49.24758911
29 07 2018 09:10,3.028259993,16.96820994,0,83.29120636
29 07 2018 09:20,2.476528883,0,0,68.04409027
29 07 2018 09:30,2.371046066,0,0,52.97871017
29 07 2018 09:40,1.734061956,0,0,33.89609909
29 07 2018 09:50,2.283548117,0,0,49.13568115
29 07 2018 10:00,1.761489987,0,0,53.44181061
29 07 2018 10:10,2.066394091,0,0,75.67359924
29 07 2018 10:20,2.301381111,0,0,25.82879066
29 07 2018 10:30,2.455156088,0,0,21.15815926
29 07 2018 10:40,2.198658943,0,0,20.17939949
29 07 2018 10:50,3.234329939,27.89139967,0,4.926883221
29 07 2018 11:00,2.97578311,0,0,11.0941
29 07 2018 11:10,3.344829082,36.54709833,0,10.13570023
29 07 2018 11:20,3.866637945,103.8173205,65.53579712,20.27356911
29 07 2018 11:30,4.143818855,150.1731826,121.266098,9.509673119
29 07 2018 11:40,4.089263916,139.7523648,97.17002869,13.43350029
29 07 2018 11:50,3.761445045,86.75012604,67.97541046,15.47210979
29 07 2018 12:00,4.111155033,143.9168551,114.8106003,10.50271988
29 07 2018 12:10,3.446238995,46.20998705,43.61320114,18.49271011
29 07 2018 12:20,3.100599051,20.02878313,20.09579086,15.05926991
29 07 2018 12:30,2.606564999,0,4.609004021,16.35271072
29 07 2018 12:40,2.973617077,0,0,8.493021965
29 07 2018 12:50,3.216226101,26.65953337,0,3.828052998
29 07 2018 13:00,3.196949005,25.40548101,0,5.558269024
29 07 2018 13:10,3.889816999,107.8160874,25.74585915,1.871186972
29 07 2018 13:20,3.717694044,80.17298869,76.46456146,359.5335999
29 07 2018 13:30,3.758999109,86.37434333,102.0262985,2.063134909
29 07 2018 13:40,4.073944092,136.8513502,127.4552002,354.8001099
29 07 2018 13:50,4.252287865,171.3272068,138.9669037,358.9176941
29 07 2018 14:00,5.475686073,462.0326839,353.1914063,352.0869141
29 07 2018 14:10,5.613133907,502.1413877,380.2597961,355.4379883
29 07 2018 14:20,5.627838135,506.5377367,394.4342957,355.6929016
29 07 2018 14:30,5.332069874,421.9638097,311.126709,356.70401
29 07 2018 14:40,5.474349976,461.6513892,364.3678894,7.425289154
29 07 2018 14:50,5.862143993,579.4633607,452.302887,0.892565787
29 07 2018 15:00,6.139550209,672.0852961,569.2905273,357.8294983
29 07 2018 15:10,5.543280125,481.5367987,374.0126953,10.45123959
29 07 2018 15:20,6.081160069,651.7097316,533.3833008,12.60204983
29 07 2018 15:30,5.911970139,595.690661,469.270813,15.19756985
29 07 2018 15:40,5.487372875,465.3748067,359.8352051,12.04823017
29 07 2018 15:50,5.205236912,388.0662814,290.0291138,12.71008015
29 07 2018 16:00,5.89736414,590.9069239,454.6149902,10.84016991
29 07 2018 16:10,6.09603405,656.8655102,512.8604736,14.95654964
29 07 2018 16:20,5.688676834,524.9495683,426.2084961,21.4624691
29 07 2018 16:30,5.259412766,402.3790768,308.7384949,39.25989914
29 07 2018 16:40,5.363354206,430.5366344,324.3375854,43.9785881
29 07 2018 16:50,4.641179085,252.4955027,193.8222961,52.60000992
29 07 2018 17:00,4.213870049,163.7668611,120.5046005,56.61418915
29 07 2018 17:10,3.927422047,114.4864377,104.8929977,37.11177826
29 07 2018 17:20,4.794333935,287.0352549,235.7294006,25.08326912
29 07 2018 17:30,5.363543987,430.5889007,335.066803,28.61302948
29 07 2018 17:40,5.301590919,413.6932284,327.2611084,36.33737183
29 07 2018 17:50,4.499606133,221.9163362,182.1051025,37.80315018
29 07 2018 18:00,4.650920868,254.6462034,205.3450012,41.1445694
29 07 2018 18:10,4.389233112,198.9149293,194.9951019,43.22045135
29 07 2018 18:20,5.10538578,362.3176731,298.0956116,48.62488937
29 07 2018 18:30,4.622927189,248.4824773,180.0234985,56.16944885
29 07 2018 18:40,5.307519913,415.2958216,326.3945007,54.81684875
29 07 2018 18:50,5.210789204,389.5219175,306.436615,61.12902832
29 07 2018 19:00,5.120509148,366.1658958,291.9522095,61.27336884
29 07 2018 19:10,4.722596169,270.6611031,227.2149048,62.15475082
29 07 2018 19:20,4.332884789,187.4400017,144.223999,68.55592346
29 07 2018 19:30,3.898736,109.3776638,87.27192688,64.86164856
29 07 2018 19:40,4.162116051,153.7003589,118.3900986,70.72543335
29 07 2018 19:50,4.428340912,206.9839833,131.5843048,60.94475937
29 07 2018 20:00,4.699212074,265.3989086,188.8383026,60.89054108
29 07 2018 20:10,4.554125786,233.5450343,156.9476929,56.92660141
29 07 2018 20:20,3.902523994,110.0447327,72.13343048,62.61265945
29 07 2018 20:30,3.775923014,88.99405829,59.901371,61.35606003
29 07 2018 20:40,4.489990234,219.8839715,141.3567047,49.56433868
29 07 2018 20:50,3.895191908,108.7556252,77.20420074,47.19260025
29 07 2018 21:00,3.78433609,90.31340306,49.77180099,46.6990509
29 07 2018 21:10,3.041544914,17.46751565,10.14188957,50.27339172
29 07 2018 21:20,2.760440111,0,1.298465014,57.87137985
29 07 2018 21:30,2.322231054,0,0,44.01483917
29 07 2018 21:40,2.634083986,0,0,40.30659103
29 07 2018 21:50,2.412420988,0,0,55.74684143
29 07 2018 22:00,3.348408937,36.86018901,0,45.05677032
29 07 2018 22:10,3.699660063,77.55105829,6.503195763,38.09944153
29 07 2018 22:20,3.835004091,98.49867751,55.25122833,36.40692902
29 07 2018 22:30,3.690432072,76.22954194,30.43022919,40.68040085
29 07 2018 22:40,3.767316103,87.65603545,39.20581055,43.53644943
29 07 2018 22:50,3.423000097,43.8503297,13.98536015,55.15956879
29 07 2018 23:00,3.123739958,21.18460482,0,57.84420013
29 07 2018 23:10,3.233357906,27.823926,0,50.90058899
29 07 2018 23:20,3.022399902,16.75693733,0,50.42565155
29 07 2018 23:30,2.87311697,0,0,42.34371948
29 07 2018 23:40,2.841743946,0,0,67.31861877
29 07 2018 23:50,3.098329067,19.92001859,0,71.27749634
30 07 2018 00:00,3.549098969,57.69194117,4.120718956,65.5001297
30 07 2018 00:10,3.56041193,59.05810427,23.01824951,58.70944977
30 07 2018 00:20,3.799424887,92.70800833,49.71125031,49.42490005
30 07 2018 00:30,3.493375063,51.26151823,33.88525009,54.8712883
30 07 2018 00:40,3.426162958,44.16640401,0.280267894,62.66918182
30 07 2018 00:50,3.371193886,38.90099641,16.85463905,58.92684174
30 07 2018 01:00,3.427903891,44.34106367,0,51.90338898
30 07 2018 01:10,3.929828882,114.9210642,49.14266968,64.5999527
30 07 2018 01:20,3.777802944,89.28788781,50.63042831,60.82299042
30 07 2018 01:30,3.788187981,90.92123881,56.41590118,52.83794022
30 07 2018 01:40,4.057579994,133.7646054,91.7159729,52.63068008
30 07 2018 01:50,3.584238052,62.00234582,36.66468048,64.63847351
30 07 2018 02:00,3.975905895,123.420374,74.04373932,69.53981781
30 07 2018 02:10,4.030573845,128.6972406,83.2296524,72.47994995
30 07 2018 02:20,4.162899017,153.8516585,98.6335907,68.52285004
30 07 2018 02:30,4.452299118,211.9707188,134.028595,63.38938141
30 07 2018 02:40,4.625758171,249.1035219,148.5993958,53.55104065
30 07 2018 02:50,4.30214119,181.2528234,108.4950027,58.88983917
30 07 2018 03:00,3.978663921,123.9398912,62.88574982,61.57278824
30 07 2018 03:10,4.119246006,145.4618042,88.62149811,61.06013107
30 07 2018 03:20,4.416720867,204.577307,144.2138062,59.45806122
30 07 2018 03:30,4.426997185,206.7052809,145.5962982,59.81745911
30 07 2018 03:40,4.415775776,204.3819063,153.4069977,62.20378113
30 07 2018 03:50,4.546059132,231.8130267,175.7344055,64.81285095
30 07 2018 04:00,4.754769802,277.9613105,211.1463013,63.14458847
30 07 2018 04:10,4.788682938,285.7326058,201.3363953,70.74984741
30 07 2018 04:20,5.249051094,399.6226321,283.1299133,69.23860168
30 07 2018 04:30,4.623341084,248.5732431,163.3029022,74.02581787
30 07 2018 04:40,4.908088207,313.736805,222.516098,74.23712921
30 07 2018 04:50,5.053940773,349.3624616,251.4069061,69.77365112
30 07 2018 05:00,4.898619175,311.4787145,248.6517029,67.86157227
30 07 2018 05:10,4.768210888,281.0319288,219.0413055,70.25227356
30 07 2018 05:20,4.688570976,263.0163505,198.3197937,62.75270844
30 07 2018 05:30,4.142632008,149.9449563,126.7425003,60.01190186
30 07 2018 05:40,4.24622488,170.1289947,158.0014954,65.79688263
30 07 2018 05:50,4.595057011,242.395716,212.3941956,68.92710114
30 07 2018 06:00,5.068080902,352.9026345,310.9413147,70.18457031
30 07 2018 06:10,5.355169773,428.2856159,344.6319885,69.60507202
30 07 2018 06:20,5.254971027,401.1963652,318.6545105,63.94926071
30 07 2018 06:30,5.154366016,374.8473402,283.7072144,62.91716003
30 07 2018 06:40,5.262365818,403.166313,329.8315125,69.70892334
30 07 2018 06:50,5.024988174,342.1621761,270.0035095,70.51838684
30 07 2018 07:00,4.873614788,305.5471773,232.3117981,66.69750214
30 07 2018 07:10,4.970848083,328.8701042,268.1796875,66.83006287
30 07 2018 07:20,4.863644123,303.1945121,248.7787018,69.47667694
30 07 2018 07:30,4.972809792,329.3478556,254.9382935,64.50726318
30 07 2018 07:40,4.444500923,210.3439152,183.1708069,68.46472168
30 07 2018 07:50,4.564305782,235.7365376,198.7129974,69.01938629
30 07 2018 08:00,4.380957127,197.2184915,167.0278931,68.00776672
30 07 2018 08:10,4.365046978,193.9679745,161.6853943,65.07051086
30 07 2018 08:20,4.610575199,245.7787543,214.3350983,59.51779938
30 07 2018 08:30,4.951865196,324.2619283,263.5091858,56.33420944
30 07 2018 08:40,5.031444073,343.7621031,276.7063904,67.26808929
30 07 2018 08:50,4.375514984,196.1050425,199.5720978,58.93703842
30 07 2018 09:00,4.34229517,189.3441325,178.941803,60.94108963
30 07 2018 09:10,3.734461069,82.65739917,91.04000854,56.84481812
30 07 2018 09:20,4.317204952,184.2780239,168.9232941,47.0063591
30 07 2018 09:30,3.449982882,46.5982197,47.72214127,50.62958908
30 07 2018 09:40,4.177444935,156.6679984,149.8311005,29.60956955
30 07 2018 09:50,4.331487179,187.1576177,171.7059021,28.93431091
30 07 2018 10:00,3.685753107,75.56468533,91.05207062,29.93881035
30 07 2018 10:10,4.427248955,206.7574926,184.2716064,27.27145004
30 07 2018 10:20,3.848747969,100.7897841,112.1207962,30.43559074
30 07 2018 10:30,5.12536478,367.4053061,332.718689,31.24530983
30 07 2018 10:40,4.773073196,282.1457717,243.9113007,38.36719131
30 07 2018 10:50,4.452680111,212.0502898,239.3516998,47.87707138
30 07 2018 11:00,4.758817196,278.8846392,287.8705139,49.27602005
30 07 2018 11:10,5.025023937,342.1710302,332.7391968,26.92923927
30 07 2018 11:20,5.529035091,477.3912721,451.401886,33.20518112
30 07 2018 11:30,5.198281765,386.2464517,354.2773132,29.00050926
30 07 2018 11:40,5.356696129,428.7049751,386.9703064,30.52456093
30 07 2018 11:50,5.798751831,559.1891285,477.5061951,28.43988991
30 07 2018 12:00,5.995849133,623.60011,577.5236206,27.13281059
30 07 2018 12:10,5.84735918,574.6979232,509.2182922,24.35868073
30 07 2018 12:20,6.011654854,627.9304261,554.4138184,24.22777939
30 07 2018 12:30,5.571848869,489.9079546,439.6391907,19.83377075
30 07 2018 12:40,5.495512009,467.7097755,435.5452881,19.93738937
30 07 2018 12:50,5.70471096,529.86216,453.4874878,18.78203964
30 07 2018 13:00,6.300344944,730.0825125,601.7852173,15.80070972
30 07 2018 13:10,6.014042854,628.7388487,507.8279114,13.0328598
30 07 2018 13:20,6.031216145,634.5705756,532.8284302,14.58078957
30 07 2018 13:30,5.566144943,488.2304761,381.9439087,16.44524956
30 07 2018 13:40,5.773105145,551.103166,432.2750854,19.88204956
30 07 2018 13:50,5.595221996,496.8139106,396.6431885,24.74375916
30 07 2018 14:00,6.013648987,628.6054686,524.6124878,24.98637009
30 07 2018 14:10,6.827919006,940.3690546,779.0297241,26.16485023
30 07 2018 14:20,7.003220081,1017.439021,886.5300293,32.29172897
30 07 2018 14:30,7.399848938,1206.658602,1047.680054,32.0656395
30 07 2018 14:40,7.760284901,1395.856447,1236.004028,30.6294899
30 07 2018 14:50,7.321148872,1167.371722,1071.660034,36.18827057
30 07 2018 15:00,8.451489449,1798.164982,1484.470947,34.42016983
30 07 2018 15:10,8.057979584,1563.372027,1334.927002,36.26145172
30 07 2018 15:20,8.81710434,2026.819368,1722.275024,40.30802155
30 07 2018 15:30,7.822524071,1430.060818,1265.657959,43.21963882
30 07 2018 15:40,6.598363876,845.00745,721.2932129,46.91004181
30 07 2018 15:50,7.048316002,1037.887965,919.3505249,46.74657822
30 07 2018 16:00,6.574428082,835.4132092,735.2109985,49.42063904
30 07 2018 16:10,6.528004169,816.9886617,719.810791,50.15618896
30 07 2018 16:20,6.742646217,904.2271436,764.3469849,51.34790039
30 07 2018 16:30,6.866394997,956.961414,859.9785767,49.99597931
30 07 2018 16:40,6.858932972,953.7294961,813.9014893,52.64693832
30 07 2018 16:50,6.671702862,874.8093932,763.5936279,54.90674973
30 07 2018 17:00,6.776122093,918.3127225,781.3840942,51.88246918
30 07 2018 17:10,6.903055191,972.9381163,832.8074951,50.81093979
30 07 2018 17:20,6.898013115,970.7309951,818.3250122,52.92913055
30 07 2018 17:30,6.913561821,977.5473441,792.0756226,50.8220787
30 07 2018 17:40,7.730154991,1379.463267,1129.822998,51.85263824
30 07 2018 17:50,7.595898151,1307.779098,1089.823975,55.38182068
30 07 2018 18:00,7.811600208,1424.024693,1211.619019,56.10995865
30 07 2018 18:10,7.437768936,1225.91452,1069.688965,62.97537994
30 07 2018 18:20,7.06447506,1045.279078,885.9418945,58.57970047
30 07 2018 18:30,6.970925808,1002.954168,854.7351074,57.85541916
30 07 2018 18:40,6.865098,956.3991791,849.1791992,65.36997986
30 07 2018 18:50,7.341320992,1177.355644,986.0322266,63.16400146
30 07 2018 19:00,7.474562168,1244.805595,1070.342041,67.95398712
30 07 2018 19:10,7.621308804,1321.171806,1106.302002,69.17710876
30 07 2018 19:20,6.82006216,937.0028088,878.7567139,74.87365723
30 07 2018 19:30,6.686604977,880.9403553,878.4025879,77.90885162
30 07 2018 19:40,6.809186935,932.3555514,948.239624,79.30645752
30 07 2018 19:50,7.439178944,1226.634688,1137.765015,77.57745361
30 07 2018 20:00,6.353466034,749.8545764,871.3994141,79.50631714
30 07 2018 20:10,5.541452885,481.0039858,607.8842163,83.06358337
30 07 2018 20:20,5.802021027,560.2246392,610.1317139,79.80322266
30 07 2018 20:30,5.833425999,570.2276157,500.8616943,84.38900757
30 07 2018 20:40,6.235191822,706.2479199,527.4187012,76.62072754
30 07 2018 20:50,7.186863899,1102.375697,764.0056763,77.26708984
30 07 2018 21:00,6.647095203,864.7413501,698.2683716,78.3000412
30 07 2018 21:10,4.772192955,281.9440083,233.5549927,78.48092651
30 07 2018 21:20,4.322182178,185.2802775,167.6645966,78.06685638
30 07 2018 21:30,5.401615143,441.1379376,323.0415955,79.49192047
30 07 2018 21:40,4.726156235,271.465445,184.4208984,74.57176208
30 07 2018 21:50,4.312204838,183.2725121,136.1446075,80.74687195
30 07 2018 22:00,3.912197113,111.7585935,112.725502,78.72132874
30 07 2018 22:10,2.887317896,0,13.87790012,81.88374329
30 07 2018 22:20,2.523494959,0,3.93405509,90.84594727
30 07 2018 22:30,2.255265951,0,0,104.8839035
30 07 2018 22:40,1.57911694,0,0,127.3497009
30 07 2018 22:50,1.478888988,0,0,72.86457825
30 07 2018 23:00,2.707652092,0,0,62.11215973
30 07 2018 23:10,2.827061892,0,0,64.89961243
30 07 2018 23:20,2.183213949,0,0,59.40243912
30 07 2018 23:30,3.483633995,50.18843514,0,53.62321091
30 07 2018 23:40,4.308949947,182.6186866,102.6044006,45.04570007
30 07 2018 23:50,4.400723934,201.2767699,159.1692047,56.93964005
31 07 2018 00:00,6.113629818,662.9952642,511.7359009,63.54257965
31 07 2018 00:10,6.658896923,869.5612625,718.1870728,64.90480042
31 07 2018 00:20,6.470258236,794.4060667,682.3250122,62.29399872
31 07 2018 00:30,6.938950062,988.7414001,824.7734985,59.99890137
31 07 2018 00:40,6.930314064,984.9246935,834.0988159,62.0064888
31 07 2018 00:50,7.456418037,1235.463964,1046.957031,64.74817657
31 07 2018 01:00,7.553913116,1285.835077,1085.275024,71.05227661
31 07 2018 01:10,7.828344822,1433.282779,1296.241943,69.82478333
31 07 2018 01:20,8.068412781,1569.413939,1332.597046,72.76264954
31 07 2018 01:30,8.52320385,1842.321755,1557.333008,72.02677917
31 07 2018 01:40,9.010077477,2150.489484,1724.458008,70.69759369
31 07 2018 01:50,9.454740524,2440.277754,1841.366943,70.17046356
31 07 2018 02:00,9.136208534,2232.143462,1748.339966,67.56884003
31 07 2018 02:10,9.117609024,2220.068248,1773.706055,63.49803925
31 07 2018 02:20,9.259967804,2312.746556,1873.314941,67.7612915
31 07 2018 02:30,10.03147984,2811.520463,2218.335938,68.95340729
31 07 2018 02:40,9.134613991,2231.107819,1896.560059,69.13771057
31 07 2018 02:50,9.447176933,2435.314574,2029.286011,68.26303101
31 07 2018 03:00,9.179549217,2260.322478,1894.88501,67.02105713
31 07 2018 03:10,9.08131218,2196.536263,1784.33606,65.93727112
31 07 2018 03:20,9.715704918,2602.280818,2146.616943,66.8659668
31 07 2018 03:30,9.614997864,2528.519943,2065.989014,65.48497772
31 07 2018 03:40,9.053185463,2178.332509,1825.821045,66.11976624
31 07 2018 03:50,8.892832756,2075.14711,1789.514038,67.6672287
31 07 2018 04:00,9.571136475,2495.280075,2077.460938,65.67281342
31 07 2018 04:10,8.887704849,2071.865829,1763.912964,64.35032654
31 07 2018 04:20,8.30228138,1707.558088,1479.322998,59.4058609
31 07 2018 04:30,9.118247032,2220.482273,1855.194946,62.94771957
31 07 2018 04:40,9.791410446,2655.435385,2209.8479,61.48461151
31 07 2018 04:50,9.405750275,2408.14295,2022.998047,60.55138016
31 07 2018 05:00,9.40260601,2406.081563,2077.26001,59.81657028
31 07 2018 05:10,9.443595886,2432.964939,2139.087891,54.09820938
31 07 2018 05:20,9.970882416,2773.864201,2329.606934,57.57065964
31 07 2018 05:30,9.915802956,2738.62957,2303.964111,58.17449951
31 07 2018 05:40,10.47243023,3052.540754,2518.738037,60.03990936
31 07 2018 05:50,9.833349228,2684.052958,2256.409912,59.66548157
31 07 2018 06:00,9.776497841,2645.118059,2223.150879,59.54114914
31 07 2018 06:10,9.333586693,2360.87128,1984.970947,59.05575943
31 07 2018 06:20,9.002326012,2145.490499,1847.902954,57.36948013
31 07 2018 06:30,9.13643837,2232.292745,1918.332031,60.06291962
31 07 2018 06:40,8.215464592,1655.692119,1445.27002,61.79055023
31 07 2018 06:50,8.437998772,1789.900808,1538.697021,55.87778091
31 07 2018 07:00,9.31083107,2345.983927,1930.119995,60.02135086
31 07 2018 07:10,8.357364655,1740.799357,1501.312988,58.74188995
31 07 2018 07:20,8.151747704,1618.05673,1432.984009,60.17343903
31 07 2018 07:30,7.84361887,1441.755915,1364.895996,59.28974152
31 07 2018 07:40,7.019526005,1024.802955,977.9802856,58.29494858
31 07 2018 07:50,6.278750896,722.1322391,658.7957764,54.0309906
31 07 2018 08:00,6.083878994,652.6504293,695.3007813,53.91812134
31 07 2018 08:10,6.672605991,875.180226,830.2125244,51.3667984
31 07 2018 08:20,6.132969856,669.7708283,640.8109131,58.18133926
31 07 2018 08:30,6.746201992,905.7170409,910.979187,50.91057968
31 07 2018 08:40,6.837403774,944.4426617,974.8563843,44.65563965
31 07 2018 08:50,6.092270851,655.5588364,746.8322754,41.45861053
31 07 2018 09:00,6.188483238,689.4414871,692.4536133,37.05728149
31 07 2018 09:10,7.227774143,1121.910913,1017.439026,32.84798813
31 07 2018 09:20,6.719842911,894.7075639,857.1621094,33.52851105
31 07 2018 09:30,6.871254921,959.0699607,905.8707886,22.54463005
31 07 2018 09:40,7.025847912,1027.667133,930.0278931,31.14388084
31 07 2018 09:50,5.891077042,588.8546656,530.1395264,34.6072998
31 07 2018 10:00,6.487709999,801.1918981,836.6104736,35.02273941
31 07 2018 10:10,6.93530798,987.1306405,895.3306274,30.18338966
31 07 2018 10:20,5.53990984,480.5542853,496.8243103,28.72267914
31 07 2018 10:30,5.36299181,430.4368381,436.7955017,38.5079689
31 07 2018 10:40,5.665814877,517.9886,435.7955017,34.38513184
31 07 2018 10:50,6.164029121,680.7357652,594.0192261,31.56315994
31 07 2018 11:00,4.836702824,296.8730083,257.3811951,45.02402115
31 07 2018 11:10,5.451476097,455.1488392,364.4797058,41.40769958
31 07 2018 11:20,5.578292847,491.8067674,437.1184998,34.22808838
31 07 2018 11:30,5.709441185,531.3162568,453.2402039,36.82888031
31 07 2018 11:40,5.852974892,576.5053175,485.2958069,38.73110962
31 07 2018 11:50,5.970855236,615.2052487,479.6994019,36.61732864
31 07 2018 12:00,4.734550953,273.3654782,238.5493011,37.24433136
31 07 2018 12:10,4.55065012,232.7982755,197.4398956,24.32761002
31 07 2018 12:20,5.409760952,443.411704,388.8493042,27.18305016
31 07 2018 12:30,4.466423988,214.9264122,194.1439972,24.25675011
31 07 2018 12:40,5.058087826,350.3991178,304.6683044,25.87034035
31 07 2018 12:50,6.103552818,659.4807401,524.1777954,29.19068909
31 07 2018 13:00,6.078833103,650.9052721,543.6210938,33.85459137
31 07 2018 13:10,6.238823891,707.5646001,598.1688232,41.65641022
31 07 2018 13:20,6.775290012,917.9610071,840.4129028,48.35634995
31 07 2018 13:30,7.096018791,1059.805048,875.1967163,64.26641846
31 07 2018 13:40,7.524437904,1270.568791,1123.713013,64.60630035
31 07 2018 13:50,5.612458229,501.9398674,423.1176147,61.55384827
31 07 2018 14:00,7.687069893,1356.213093,1212.521973,59.28659058
31 07 2018 14:10,8.545862198,1856.349713,1660.093018,55.71591949
31 07 2018 14:20,8.45291996,1799.042095,1616.192993,56.65547943
31 07 2018 14:30,9.167002678,2252.159298,1890.417969,58.56209183
31 07 2018 14:40,8.724807739,1968.321962,1692.978027,58.53023911
31 07 2018 14:50,10.60842991,3115.932462,2573.991943,57.63376999
31 07 2018 15:00,10.97157001,3262.311653,2686.456055,59.50133133
31 07 2018 15:10,10.64286041,3131.214403,2526.943115,60.75817108
31 07 2018 15:20,9.915618896,2738.510198,2186.670898,58.83184814
31 07 2018 15:30,8.531813622,1847.647906,1587.668945,56.25582123
31 07 2018 15:40,6.869277,958.2114653,889.1405029,55.10150909
31 07 2018 15:50,7.08453989,1054.503926,1013.142029,52.23363113
31 07 2018 16:00,7.634181976,1327.988289,1190.057983,61.89191818
31 07 2018 16:10,7.167523861,1093.220055,980.3276978,61.35552979
31 07 2018 16:20,6.730535984,899.1639772,769.4672241,62.24036026
31 07 2018 16:30,6.997500896,1014.864192,876.3228149,65.18559265
31 07 2018 16:40,7.143737793,1082.028875,900.6740723,68.16365051
31 07 2018 16:50,6.56487608,831.6024891,721.4840698,64.95596313
31 07 2018 17:00,6.866267204,956.9060083,809.0438232,64.55563354
31 07 2018 17:10,7.141740799,1081.092758,879.8104858,60.38563919
31 07 2018 17:20,7.179947853,1099.095791,988.3634033,57.10969925
31 07 2018 17:30,7.396493912,1204.965236,1052.06604,61.32608032
31 07 2018 17:40,7.397850037,1205.649505,1111.902954,64.77023315
31 07 2018 17:50,7.46707201,1240.943142,1058.228027,67.91457367
31 07 2018 18:00,7.503620148,1259.856796,1080.630981,65.83043671
31 07 2018 18:10,6.804309845,930.2760401,811.5167847,61.55649185
31 07 2018 18:20,6.12800312,668.0269736,584.9891968,64.42904663
31 07 2018 18:30,5.819935799,565.9184265,471.3691101,67.08046722
31 07 2018 18:40,5.896073818,590.485395,502.5559998,65.85414886
31 07 2018 18:50,6.759601116,911.3447235,782.6682739,72.10056305
31 07 2018 19:00,6.355465889,750.6049106,673.3834229,69.6810379
31 07 2018 19:10,6.244728088,709.7079858,559.6046753,73.1161499
31 07 2018 19:20,5.435515881,450.6397474,493.8068848,78.21353149
31 07 2018 19:30,5.413926125,444.576626,478.987793,77.89703369
31 07 2018 19:40,4.856656075,301.5498679,372.3587036,79.69741058
31 07 2018 19:50,5.299670219,413.1747137,376.4979858,76.10904694
31 07 2018 20:00,5.393933773,438.9992131,253.1331024,70.42769623
31 07 2018 20:10,5.62459898,505.567496,358.9164124,65.35030365
31 07 2018 20:20,5.593418121,496.2790836,359.3794861,73.88295746
31 07 2018 20:30,5.386664867,436.9801459,307.9845886,71.16233063
31 07 2018 20:40,5.490064144,466.1462103,314.5143127,65.07449341
31 07 2018 20:50,5.769127846,549.8551401,424.7441101,63.64411926
31 07 2018 21:00,5.160571098,376.4484467,284.1404114,64.27039337
31 07 2018 21:10,4.529907227,228.3570253,160.6840973,46.41584015
31 07 2018 21:20,5.379251957,434.9258878,276.4784851,46.15047836
31 07 2018 21:30,5.555195808,485.0189999,369.5570068,53.4468689
31 07 2018 21:40,6.106650829,660.5600688,508.5963135,55.36058044
31 07 2018 21:50,6.063561916,645.6401976,487.4663086,57.29489136
31 07 2018 22:00,6.402266026,768.2883166,628.3389282,53.86788177
31 07 2018 22:10,6.543635845,823.1655391,677.6766968,63.48432159
31 07 2018 22:20,6.49571991,804.3177086,666.2399292,63.07183075
31 07 2018 22:30,6.230288982,704.4728126,553.0230713,71.06963348
31 07 2018 22:40,5.231945992,395.0919874,344.8510132,75.66172791
31 07 2018 22:50,5.792531013,557.2216948,413.9870911,74.81800079
31 07 2018 23:00,6.778625011,919.3711843,744.9525146,71.7840271
31 07 2018 23:10,7.025866032,1027.675349,846.5944214,72.14002228
31 07 2018 23:20,6.45451498,788.3134184,614.6087036,75.32021332
31 07 2018 23:30,6.818586826,936.3715312,743.565918,72.61496735
31 07 2018 23:40,7.251821995,1133.501859,923.7393188,70.9176178
31 07 2018 23:50,7.32997179,1171.731289,967.876709,71.06961823
01 08 2018 00:00,7.578811169,1298.820474,1096.728027,71.82769775
01 08 2018 00:10,7.944087982,1498.142538,1198.43396,67.56918335
01 08 2018 00:20,7.886631012,1465.758671,1083.240967,66.01464081
01 08 2018 00:30,7.518247128,1267.377149,1025.68103,70.24141693
01 08 2018 00:40,7.607592106,1313.932056,1089.70105,72.07171631
01 08 2018 00:50,7.549553871,1283.56997,1040.552002,69.23433685
01 08 2018 01:00,7.746491909,1388.338359,1105.849976,66.67082977
01 08 2018 01:10,8.161893845,1624.024513,1197.269043,65.78984833
01 08 2018 01:20,8.090612411,1582.305841,1282.817993,70.81247711
01 08 2018 01:30,7.865622044,1454.008669,1197.319946,71.46608734
01 08 2018 01:40,7.626755238,1324.053166,1069.784058,69.16782379
01 08 2018 01:50,7.279154778,1146.774201,946.3237915,67.70292664
01 08 2018 02:00,7.847957134,1444.167387,1108.718018,60.76882935
01 08 2018 02:10,7.562007904,1290.047888,1004.171021,66.72557068
01 08 2018 02:20,7.620320797,1320.649522,1092.53894,66.78977203
01 08 2018 02:30,7.881621838,1462.952634,1140.512939,64.59272766
01 08 2018 02:40,7.884377003,1464.495675,1170.998047,65.7723465
01 08 2018 02:50,7.922451019,1485.905182,1119.406982,56.7781105
01 08 2018 03:00,7.678152084,1351.429333,1036.970947,65.05734253
01 08 2018 03:10,7.557855129,1287.885556,985.5490112,55.57172012
01 08 2018 03:20,7.307291985,1160.547328,921.3444824,54.35610962
